,1.Already Submitted Application,    1.1 Status of ticket application,1.1 Connection with Agent,   1.2 How to check the status,   0. Return to main menu,2. How to Complete or Submit an Application,   2.1 Ticket application process,         2.1.1 Online process,         2.1.2 Household restrictions,   2.2 Other information for the process,         2.2.1 The personal details,         2.2.2 Types of accessibility tickets,         2.2.3 Household restrictions,   0. Return to main menu,3. Information about Ticket Sales,   3.1 Ticket products,   3.2 Sales phases,   3.3 Ticket categories,   3.4 Ticket prices,   3.5 Confirmed tickets,   0. Return to main menu,4. Payment Methods,    4.1. Payment Methods,    0. Return to main menu,5. Any Other Enquires,   5.1 Cancellation and Resale,   5.2 Household restrictions,   5.3 Matches,   5.4 Legal documents,5.4 Connection with Agent,   5.5 Fan ID,   5.6 Health and Safety measures,   0. Return to main menu,
7/12/23,6.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,
7/13/23,9.0,2.0,4.0,1.0,2.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,
7/14/23,4.0,0.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,
7/15/23,9.0,2.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,
7/16/23,5.0,1.0,2.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,
7/17/23,11.0,4.0,0.0,3.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,
7/18/23,5.0,1.0,0.0,4.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,10.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,
7/19/23,11.0,4.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,10.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,
7/20/23,8.0,3.0,0.0,3.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,
7/21/23,6.0,2.0,1.0,3.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,
7/22/23,8.0,2.0,2.0,3.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,
7/23/23,10.0,3.0,0.0,4.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,
7/24/23,4.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,
7/25/23,5.0,1.0,1.0,0.0,3.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,
7/26/23,13.0,4.0,4.0,3.0,2.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,
7/27/23,5.0,3.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,13.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,
7/28/23,4.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,
7/29/23,9.0,4.0,4.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,
7/30/23,7.0,4.0,1.0,1.0,1.0,6.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,
7/31/23,8.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,
8/1/23,11.0,4.0,0.0,3.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,
8/2/23,8.0,2.0,3.0,3.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,
8/3/23,7.0,1.0,1.0,3.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,
8/4/23,12.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,
8/5/23,4.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,
8/6/23,4.0,0.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,
8/7/23,16.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,
8/8/23,7.0,2.0,2.0,0.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,
8/9/23,3.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,
8/10/23,5.0,0.0,2.0,2.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,
8/11/23,4.0,1.0,1.0,2.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,
8/12/23,9.0,2.0,1.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,
8/13/23,8.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,
8/14/23,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,
8/15/23,12.0,2.0,4.0,2.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,
8/16/23,6.0,0.0,0.0,4.0,2.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,
8/17/23,11.0,4.0,1.0,4.0,2.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,
8/18/23,13.0,4.0,4.0,1.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,
8/19/23,8.0,1.0,0.0,4.0,3.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,
8/20/23,5.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,
8/21/23,10.0,3.0,2.0,3.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,
8/22/23,11.0,3.0,4.0,1.0,3.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,6.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,
8/23/23,10.0,0.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,
8/24/23,5.0,0.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,
8/25/23,7.0,2.0,3.0,2.0,0.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,
8/26/23,6.0,0.0,1.0,4.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,
8/27/23,11.0,3.0,1.0,4.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,
8/28/23,11.0,4.0,2.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,12.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,
8/29/23,8.0,0.0,4.0,0.0,4.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,9.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,
8/30/23,11.0,4.0,0.0,3.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,10.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,
8/31/23,11.0,2.0,2.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,
9/1/23,7.0,1.0,1.0,2.0,3.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,
9/2/23,6.0,0.0,1.0,4.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,
9/3/23,6.0,2.0,0.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,6.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,
9/4/23,9.0,2.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,
9/5/23,7.0,0.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,
9/6/23,7.0,3.0,3.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,
9/7/23,11.0,4.0,3.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,
9/8/23,13.0,4.0,3.0,3.0,3.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,
9/9/23,12.0,4.0,4.0,3.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,
9/10/23,6.0,0.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,
9/11/23,11.0,4.0,3.0,1.0,3.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,
9/12/23,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,
9/13/23,4.0,3.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,
9/14/23,5.0,1.0,3.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,
9/15/23,6.0,0.0,4.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,
9/16/23,9.0,0.0,1.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,
9/17/23,10.0,4.0,0.0,2.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,
9/18/23,7.0,0.0,4.0,2.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,
9/19/23,9.0,1.0,3.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,
9/20/23,11.0,3.0,3.0,2.0,3.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,
9/21/23,12.0,1.0,3.0,4.0,4.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,9.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,
9/22/23,3.0,0.0,3.0,0.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,
9/23/23,13.0,4.0,3.0,3.0,3.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,
9/24/23,5.0,0.0,0.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,
9/25/23,6.0,1.0,1.0,1.0,3.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,
9/26/23,6.0,2.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,
9/27/23,9.0,2.0,3.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,7.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,
9/28/23,10.0,2.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,
9/29/23,4.0,0.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,
9/30/23,9.0,4.0,1.0,0.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,6.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,
10/1/23,9.0,1.0,3.0,1.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,7.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,
10/2/23,8.0,3.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,
10/3/23,12.0,4.0,3.0,3.0,2.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,
10/4/23,13.0,4.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,
10/5/23,7.0,1.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,
10/6/23,10.0,4.0,1.0,4.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,
10/7/23,5.0,0.0,1.0,3.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,
10/8/23,14.0,2.0,4.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,10.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,
10/9/23,8.0,3.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,
10/10/23,10.0,4.0,3.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,10.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,
10/11/23,6.0,0.0,3.0,2.0,1.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,
10/12/23,8.0,4.0,0.0,1.0,3.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,
10/13/23,7.0,4.0,2.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,
10/14/23,3.0,1.0,0.0,2.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,
10/15/23,7.0,3.0,3.0,0.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,
10/16/23,6.0,0.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,9.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,
